Oxymax PARAMETER File 

CSV FILE CREATION:26/01/2021 16:23:00
EXPERIMENT START:07/12/2020 09:43:08
DATA FILENAME:C:\Program Files (x86)\Oxymax\EXP m Run 3.5.CDTA

GROUP/CAGE:0101
SUBJECT ID:Mouse m19
SUBJECT MASS:19.84 

GROUP/CAGE:0102
SUBJECT ID:Mouse m20
SUBJECT MASS:17.56 

GROUP/CAGE:0103
SUBJECT ID:Mouse m24
SUBJECT MASS:19.27 

GROUP/CAGE:0104
SUBJECT ID:Mouse m25
SUBJECT MASS:17.39 

SCAN RATE:90 seconds

PARAMETER:FEED1 (grams)


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,TIME,CAGE 0101,TIME,CAGE 0102,TIME,CAGE 0103,TIME,CAGE 0104,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 ,07/12/2020 09:44:48 , 0 ,07/12/2020 09:44:48 , 0 ,07/12/2020 09:44:48 , 0 ,07/12/2020 09:44:48 , 0 ,
 2 ,07/12/2020 09:46:18 , 0 ,07/12/2020 09:46:18 , 0 ,07/12/2020 09:46:18 , 0 ,07/12/2020 09:46:18 , 0 ,
 3 ,07/12/2020 09:47:48 , 0 ,07/12/2020 09:47:48 , 0 ,07/12/2020 09:47:48 , 0 ,07/12/2020 09:47:48 , 0 ,
 4 ,07/12/2020 09:49:18 , 0 ,07/12/2020 09:49:18 , 0 ,07/12/2020 09:49:18 , 0 ,07/12/2020 09:49:18 , 0 ,
 5 ,07/12/2020 09:50:48 , 0 ,07/12/2020 09:50:48 , 0 ,07/12/2020 09:50:48 , 0 ,07/12/2020 09:50:48 , 0 ,
 6 ,07/12/2020 09:52:18 , 0 ,07/12/2020 09:52:18 , 0 ,07/12/2020 09:52:18 , 0 ,07/12/2020 09:52:18 , 0 ,
 7 ,07/12/2020 09:53:48 , 0 ,07/12/2020 09:53:48 , 0 ,07/12/2020 09:53:48 , 0 ,07/12/2020 09:53:48 , 0 ,
 8 ,07/12/2020 09:55:18 , 0 ,07/12/2020 09:55:18 , 0 ,07/12/2020 09:55:18 , 0 ,07/12/2020 09:55:18 , 0 ,
 9 ,07/12/2020 09:56:48 , 0 ,07/12/2020 09:56:48 , 0 ,07/12/2020 09:56:48 , 0 ,07/12/2020 09:56:48 , 0 ,
 10 ,07/12/2020 09:58:18 , 0 ,07/12/2020 09:58:18 , 0 ,07/12/2020 09:58:18 , 0 ,07/12/2020 09:58:18 , 0 ,
 11 ,07/12/2020 09:59:48 , 0 ,07/12/2020 09:59:48 , 0 ,07/12/2020 09:59:48 , 0 ,07/12/2020 09:59:48 , 0 ,
 12 ,07/12/2020 10:01:18 , 0 ,07/12/2020 10:01:18 , 0 ,07/12/2020 10:01:18 , 0 ,07/12/2020 10:01:18 , 0 ,
 13 ,07/12/2020 10:02:48 , 0 ,07/12/2020 10:02:48 , 0 ,07/12/2020 10:02:48 , 0 ,07/12/2020 10:02:48 , 0 ,
 14 ,07/12/2020 10:04:18 , 0 ,07/12/2020 10:04:18 , 0 ,07/12/2020 10:04:18 , 0 ,07/12/2020 10:04:18 , 0 ,
 15 ,07/12/2020 10:05:48 , 0 ,07/12/2020 10:05:48 , 0 ,07/12/2020 10:05:48 , 0 ,07/12/2020 10:05:48 , 0 ,
 16 ,07/12/2020 10:07:18 , 0 ,07/12/2020 10:07:18 , 0 ,07/12/2020 10:07:18 , 0 ,07/12/2020 10:07:18 , 0 ,
 17 ,07/12/2020 10:08:48 , 0 ,07/12/2020 10:08:48 , 0 ,07/12/2020 10:08:48 , 0 ,07/12/2020 10:08:48 , 0 ,
 18 ,07/12/2020 10:10:18 , 0 ,07/12/2020 10:10:18 , 0 ,07/12/2020 10:10:18 , 0 ,07/12/2020 10:10:18 , 0 ,
 19 ,07/12/2020 10:11:48 , 0 ,07/12/2020 10:11:48 , 0 ,07/12/2020 10:11:48 , 0 ,07/12/2020 10:11:48 , 0 ,
 20 ,07/12/2020 10:13:18 , 0 ,07/12/2020 10:13:18 , 0 ,07/12/2020 10:13:18 , 0 ,07/12/2020 10:13:18 , 0 ,
 21 ,07/12/2020 10:14:48 , 0 ,07/12/2020 10:14:48 , 0 ,07/12/2020 10:14:48 , 0 ,07/12/2020 10:14:48 , 0 ,
 22 ,07/12/2020 10:16:18 , 0 ,07/12/2020 10:16:18 , 0 ,07/12/2020 10:16:18 , 0 ,07/12/2020 10:16:18 , 0 ,
 23 ,07/12/2020 10:17:48 , 0 ,07/12/2020 10:17:48 , 0 ,07/12/2020 10:17:48 , 0 ,07/12/2020 10:17:48 , 0 ,
 24 ,07/12/2020 10:19:18 , 0 ,07/12/2020 10:19:18 , 0 ,07/12/2020 10:19:18 , 0 ,07/12/2020 10:19:18 , 0 ,
 25 ,07/12/2020 10:20:48 , 0 ,07/12/2020 10:20:48 , 0 ,07/12/2020 10:20:48 , 0 ,07/12/2020 10:20:48 , 0 ,
 26 ,07/12/2020 10:22:18 , 0 ,07/12/2020 10:22:18 , 0 ,07/12/2020 10:22:18 , 0 ,07/12/2020 10:22:18 , 0 ,
 27 ,07/12/2020 10:23:48 , 0 ,07/12/2020 10:23:48 , 0 ,07/12/2020 10:23:48 , 0 ,07/12/2020 10:23:48 , 0 ,
 28 ,07/12/2020 10:25:18 , 0 ,07/12/2020 10:25:18 , 0 ,07/12/2020 10:25:18 , 0 ,07/12/2020 10:25:18 , 0 ,
 29 ,07/12/2020 10:26:48 , 0 ,07/12/2020 10:26:48 , 0 ,07/12/2020 10:26:48 , 0 ,07/12/2020 10:26:48 , 0 ,
 30 ,07/12/2020 10:28:18 , 0 ,07/12/2020 10:28:18 , 0 ,07/12/2020 10:28:18 , 0 ,07/12/2020 10:28:18 , 0 ,
 31 ,07/12/2020 10:29:48 , 0 ,07/12/2020 10:29:48 , 0 ,07/12/2020 10:29:48 , 0 ,07/12/2020 10:29:48 , 0 ,
 32 ,07/12/2020 10:31:18 , 0 ,07/12/2020 10:31:18 , 0 ,07/12/2020 10:31:18 , 0 ,07/12/2020 10:31:18 , 0 ,
 33 ,07/12/2020 10:32:48 , 0 ,07/12/2020 10:32:48 , 0 ,07/12/2020 10:32:48 , 0 ,07/12/2020 10:32:48 , 0 ,
 34 ,07/12/2020 10:34:18 , 0 ,07/12/2020 10:34:18 , 0 ,07/12/2020 10:34:18 , 0 ,07/12/2020 10:34:18 , 0 ,
 35 ,07/12/2020 10:35:48 , 0 ,07/12/2020 10:35:48 , 0 ,07/12/2020 10:35:48 , 0 ,07/12/2020 10:35:48 , 0 ,
 36 ,07/12/2020 10:37:18 , 0 ,07/12/2020 10:37:18 , 0 ,07/12/2020 10:37:18 , 0 ,07/12/2020 10:37:18 , 0 ,
 37 ,07/12/2020 10:38:48 , 0 ,07/12/2020 10:38:48 , 0 ,07/12/2020 10:38:48 , 0 ,07/12/2020 10:38:48 , 0 ,
 38 ,07/12/2020 10:40:18 , 0 ,07/12/2020 10:40:18 , 0 ,07/12/2020 10:40:18 , 0 ,07/12/2020 10:40:18 , 0 ,
