Oxymax PARAMETER File 

CSV FILE CREATION:11/01/2023 13:27:54
EXPERIMENT START:09/02/2021 22:00:07
DATA FILENAME:C:\Program Files (x86)\Oxymax\EXP m Run 4.12.CDTA

GROUP/CAGE:0101
SUBJECT ID:Mouse m26
SUBJECT MASS:20.4 

GROUP/CAGE:0102
SUBJECT ID:Mouse m27
SUBJECT MASS:21.71 

GROUP/CAGE:0103
SUBJECT ID:Mouse m28
SUBJECT MASS:18.23 

GROUP/CAGE:0104
SUBJECT ID:Mouse m29
SUBJECT MASS:18.15 

SCAN RATE:90 seconds

PARAMETER:FEED1 (grams)


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,TIME,CAGE 0101,TIME,CAGE 0102,TIME,CAGE 0103,TIME,CAGE 0104,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 70 ,09/02/2021 23:45:18 , 1.999998E-02 ,09/02/2021 23:45:18 , 0 ,09/02/2021 23:45:18 , 0.34 ,09/02/2021 23:45:18 , 0.7 ,
 71 ,09/02/2021 23:46:48 , 9.99999E-03 ,09/02/2021 23:46:48 , 0 ,09/02/2021 23:46:48 , 1.18 ,09/02/2021 23:46:48 , 8.000004E-02 ,
 72 ,09/02/2021 23:48:18 , 0 ,09/02/2021 23:48:18 , 0 ,09/02/2021 23:48:18 , 0.1900001 ,09/02/2021 23:48:18 , 0.41 ,
 73 ,09/02/2021 23:49:48 , 3.999996E-02 ,09/02/2021 23:49:48 , 0 ,09/02/2021 23:49:48 , 0.26 ,09/02/2021 23:49:48 , 0 ,
 74 ,09/02/2021 23:51:18 , 0 ,09/02/2021 23:51:18 , 0 ,09/02/2021 23:51:18 , 5.999994E-02 ,09/02/2021 23:51:18 , 7.999992E-02 ,
 75 ,09/02/2021 23:52:48 , 2.999997E-02 ,09/02/2021 23:52:48 , 0 ,09/02/2021 23:52:48 , 6.000018E-02 ,09/02/2021 23:52:48 , 0.2800001 ,
 76 ,09/02/2021 23:54:18 , 7.000017E-02 ,09/02/2021 23:54:18 , 0 ,09/02/2021 23:54:18 , 0 ,09/02/2021 23:54:18 , 0.1299999 ,
 77 ,09/02/2021 23:55:48 , 0 ,09/02/2021 23:55:48 , 0 ,09/02/2021 23:55:48 , 0.3399999 ,09/02/2021 23:55:48 ,-3.999996E-02 ,
 78 ,09/02/2021 23:57:18 , 0 ,09/02/2021 23:57:18 , 0 ,09/02/2021 23:57:18 , 0 ,09/02/2021 23:57:18 , 0 ,
 79 ,09/02/2021 23:58:48 , 2.999997E-02 ,09/02/2021 23:58:48 , 0 ,09/02/2021 23:58:48 , 0 ,09/02/2021 23:58:48 ,-9.99999E-03 ,
 80 ,10/02/2021 00:00:18 , 0 ,10/02/2021 00:00:18 , 0 ,10/02/2021 00:00:18 ,-9.99999E-03 ,10/02/2021 00:00:18 , 0 ,
 81 ,10/02/2021 00:01:48 , 0 ,10/02/2021 00:01:48 , 7.999992E-02 ,10/02/2021 00:01:48 , 0 ,10/02/2021 00:01:48 , 0 ,
 82 ,10/02/2021 00:03:18 , 0 ,10/02/2021 00:03:18 , 5.999994E-02 ,10/02/2021 00:03:18 ,-9.99999E-03 ,10/02/2021 00:03:18 , 5.999994E-02 ,
 83 ,10/02/2021 00:04:48 , 0 ,10/02/2021 00:04:48 , 4.999995E-02 ,10/02/2021 00:04:48 , 0.1600001 ,10/02/2021 00:04:48 , 7.000017E-02 ,
 84 ,10/02/2021 00:06:18 , 0 ,10/02/2021 00:06:18 , 0.2 ,10/02/2021 00:06:18 , 0 ,10/02/2021 00:06:18 , 9.99999E-03 ,
 85 ,10/02/2021 00:07:48 , 0 ,10/02/2021 00:07:48 , 0.6400001 ,10/02/2021 00:07:48 , 0 ,10/02/2021 00:07:48 , 5.999994E-02 ,
 86 ,10/02/2021 00:09:18 , 0 ,10/02/2021 00:09:18 , 1.999998E-02 ,10/02/2021 00:09:18 , 9.99999E-03 ,10/02/2021 00:09:18 , 0.1199999 ,
 87 ,10/02/2021 00:10:48 , 0 ,10/02/2021 00:10:48 , 0 ,10/02/2021 00:10:48 ,-9.99999E-03 ,10/02/2021 00:10:48 , 0.1500001 ,
 88 ,10/02/2021 00:12:18 , 0 ,10/02/2021 00:12:18 , 0 ,10/02/2021 00:12:18 , 0 ,10/02/2021 00:12:18 , 0 ,
 89 ,10/02/2021 00:13:48 , 0 ,10/02/2021 00:13:48 , 0 ,10/02/2021 00:13:48 ,-1.000023E-02 ,10/02/2021 00:13:48 ,-1.999998E-02 ,
 90 ,10/02/2021 00:15:18 ,-9.99999E-03 ,10/02/2021 00:15:18 , 0 ,10/02/2021 00:15:18 , 0 ,10/02/2021 00:15:18 , 0 ,
 91 ,10/02/2021 00:16:48 , 9.99999E-03 ,10/02/2021 00:16:48 , 0 ,10/02/2021 00:16:48 , 0 ,10/02/2021 00:16:48 , 0 ,
 92 ,10/02/2021 00:18:18 , 0 ,10/02/2021 00:18:18 , 0 ,10/02/2021 00:18:18 , 0.25 ,10/02/2021 00:18:18 , 2.999997E-02 ,
 93 ,10/02/2021 00:19:48 , 0 ,10/02/2021 00:19:48 , 0 ,10/02/2021 00:19:48 , 9.000015E-02 ,10/02/2021 00:19:48 , 1.999998E-02 ,
 94 ,10/02/2021 00:21:18 , 0 ,10/02/2021 00:21:18 , 0 ,10/02/2021 00:21:18 , 3.999996E-02 ,10/02/2021 00:21:18 ,-1.999998E-02 ,
 95 ,10/02/2021 00:22:48 ,-9.99999E-03 ,10/02/2021 00:22:48 , 0 ,10/02/2021 00:22:48 , 0 ,10/02/2021 00:22:48 , 0 ,
 96 ,10/02/2021 00:24:18 , 9.99999E-03 ,10/02/2021 00:24:18 , 0 ,10/02/2021 00:24:18 ,-1.000023E-02 ,10/02/2021 00:24:18 , 0 ,
 97 ,10/02/2021 00:25:48 ,-9.99999E-03 ,10/02/2021 00:25:48 , 0 ,10/02/2021 00:25:48 ,-9.999752E-03 ,10/02/2021 00:25:48 , 0 ,
 98 ,10/02/2021 00:27:18 , 9.99999E-03 ,10/02/2021 00:27:18 , 0 ,10/02/2021 00:27:18 , 3.999996E-02 ,10/02/2021 00:27:18 , 3.999996E-02 ,
 99 ,10/02/2021 00:28:48 , 0 ,10/02/2021 00:28:48 , 0 ,10/02/2021 00:28:48 , 5.000019E-02 ,10/02/2021 00:28:48 , 3.999996E-02 ,
 100 ,10/02/2021 00:30:18 , 0 ,10/02/2021 00:30:18 , 0 ,10/02/2021 00:30:18 , 0 ,10/02/2021 00:30:18 , 0 ,
 101 ,10/02/2021 00:31:48 , 0 ,10/02/2021 00:31:48 , 2.999997E-02 ,10/02/2021 00:31:48 ,-1.000023E-02 ,10/02/2021 00:31:48 ,-1.999998E-02 ,
 102 ,10/02/2021 00:33:18 , 0 ,10/02/2021 00:33:18 , 0 ,10/02/2021 00:33:18 , 0 ,10/02/2021 00:33:18 , 0 ,
 103 ,10/02/2021 00:34:48 , 0 ,10/02/2021 00:34:48 , 1.999998E-02 ,10/02/2021 00:34:48 , 0 ,10/02/2021 00:34:48 , 0 ,
 104 ,10/02/2021 00:36:18 , 0 ,10/02/2021 00:36:18 , 0 ,10/02/2021 00:36:18 , 0 ,10/02/2021 00:36:18 , 0 ,
 105 ,10/02/2021 00:37:48 , 0 ,10/02/2021 00:37:48 , 0 ,10/02/2021 00:37:48 , 0 ,10/02/2021 00:37:48 , 0 ,
 106 ,10/02/2021 00:39:18 , 0 ,10/02/2021 00:39:18 , 9.99999E-03 ,10/02/2021 00:39:18 , 0 ,10/02/2021 00:39:18 , 0 ,
 107 ,10/02/2021 00:40:48 , 0 ,10/02/2021 00:40:48 , 0 ,10/02/2021 00:40:48 , 0 ,10/02/2021 00:40:48 , 0 ,
 108 ,10/02/2021 00:42:18 , 0 ,10/02/2021 00:42:18 , 0 ,10/02/2021 00:42:18 , 0 ,10/02/2021 00:42:18 , 0 ,
 109 ,10/02/2021 00:43:48 , 0 ,10/02/2021 00:43:48 , 0 ,10/02/2021 00:43:48 , 0 ,10/02/2021 00:43:48 , 0 ,
 110 ,10/02/2021 00:45:18 , 0 ,10/02/2021 00:45:18 , 0 ,10/02/2021 00:45:18 , 0 ,10/02/2021 00:45:18 , 0 ,
 111 ,10/02/2021 00:46:48 , 0 ,10/02/2021 00:46:48 , 0 ,10/02/2021 00:46:48 , 0 ,10/02/2021 00:46:48 , 0 ,
 112 ,10/02/2021 00:48:18 , 0 ,10/02/2021 00:48:18 , 0 ,10/02/2021 00:48:18 , 0 ,10/02/2021 00:48:18 , 0 ,
 113 ,10/02/2021 00:49:48 , 0 ,10/02/2021 00:49:48 , 0 ,10/02/2021 00:49:48 , 0 ,10/02/2021 00:49:48 , 0 ,
 114 ,10/02/2021 00:51:18 , 0 ,10/02/2021 00:51:18 , 0 ,10/02/2021 00:51:18 , 0 ,10/02/2021 00:51:18 , 0 ,
 115 ,10/02/2021 00:52:48 , 0 ,10/02/2021 00:52:48 , 0 ,10/02/2021 00:52:48 , 0 ,10/02/2021 00:52:48 , 0 ,
 116 ,10/02/2021 00:54:18 , 0 ,10/02/2021 00:54:18 , 0 ,10/02/2021 00:54:18 , 0 ,10/02/2021 00:54:18 , 0 ,
 117 ,10/02/2021 00:55:48 , 0 ,10/02/2021 00:55:48 , 0 ,10/02/2021 00:55:48 , 0 ,10/02/2021 00:55:48 , 0 ,
